,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-06-22,,,,139.2,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,152.18,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,214.45,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,62.38,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,182.48,,,,,,,,,,,,,,,,,,,,,,
2015-06-27,,,,195.2,,,,,,,,,,,,,,,,,,,,,,
2015-06-28,,,,214.78,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,96.78,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,109.92,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,135.43,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,175.9,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,219.31,,,,,,,,,,,,,,,,,,,,,,
2015-07-04,,,,212.16,,,,,,,,,,,,,,,,,,,,,,
2015-07-05,,,,435.2,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,143.86,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,78.64,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,127.38,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,128.93,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,95.1,,,,,,,,,,,,,,,,,,,,,,
2015-07-11,,,,41.31,,,,,,,,,,,,,,,,,,,,,,
2015-07-12,,,,34.16,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,54.36,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,112.83,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,243.97,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,244.69,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,148.95,,,,,,,,,,,,,,,,,,,,,,
2015-07-18,,,,148.87,,,,,,,,,,,,,,,,,,,,,,
2015-07-19,,,,144.11,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,83.22,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,78.76,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,85.89,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,81.25,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,94.49,,,,,,,,,,,,,,,,,,,,,,
2015-07-25,,,,97.0,,,,,,,,,,,,,,,,,,,,,,
2015-07-26,,,,86.01,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,53.28,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,51.98,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,56.7,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,47.91,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,122.18,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,,,,126.33,,,,,,,,,,,,,,,,,,,,,,
2015-08-02,,,,123.24,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,154.28,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,136.88,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,117.08,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,126.56,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,154.92,,,,,,,,,,,,,,,,,,,,,,
2015-08-08,,,,149.92,,,,,,,,,,,,,,,,,,,,,,
2015-08-09,,,,105.17,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,140.54,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,137.74,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,87.66,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,116.55,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,159.75,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,,,,91.81,,,,,,,,,,,,,,,,,,,,,,
2015-08-16,,,,93.33,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,134.2,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,126.2,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,124.17,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,210.86,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,214.05,,,,,,,,,,,,,,,,,,,,,,
2015-08-22,,,,149.06,,,,,,,,,,,,,,,,,,,,,,
2015-08-23,,,,138.12,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,108.4,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,222.39,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,236.94,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,237.68,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,206.22,,,,,,,,,,,,,,,,,,,,,,
2015-08-29,,,,260.48,,,,,,,,,,,,,,,,,,,,,,
2015-08-30,,,,230.76,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,220.14,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,230.34,,,,,,,,,,,,,,,,,,,,,,
