Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-07-17,18.93,3.46,8.02,12.46,9.23,,2.65,13.17,,,,,,,,,,,,,,,,,,
2015-07-18,18.99,3.98,7.56,10.77,9.92,,2.89,0.97,,,,,,,,,,,,,,,,,,
2015-07-19,11.28,1.66,10.39,10.4,9.19,,3.23,0.92,,,,,,,,,,,,,,,,,,
2015-07-20,10.29,2.39,10.8,10.17,8.63,,3.52,1.13,,,,,,,,,,,,,,,,,,
2015-07-21,1.28,1.72,11.47,12.19,10.03,,2.81,4.24,,,,,,,,,,,,,,,,,,
2015-07-22,14.58,2.39,7.34,20.43,9.56,,3.08,4.43,,,,,,,,,,,,,,,,,,
2015-07-23,13.62,3.29,11.97,16.71,9.24,,3.19,2.51,,,,,,,,,,,,,,,,,,
2015-07-24,13.58,10.54,14.1,16.01,10.72,,3.58,10.42,,,,,,,,,,,,,,,,,,
2015-07-25,15.11,15.96,11.06,15.58,9.09,,3.49,2.63,,,,,,,,,,,,,,,,,,
2015-07-26,11.52,2.54,14.62,15.09,13.01,,3.88,3.64,,,,,,,,,,,,,,,,,,
2015-07-27,11.23,3.82,12.57,12.69,11.03,,7.92,3.73,,,,,,,,,,,,,,,,,,
2015-07-28,11.56,5.27,11.53,7.61,9.42,,4.0,3.64,,,,,,,,,,,,,,,,,,
2015-07-29,14.7,4.9,10.73,9.68,10.44,,5.13,3.89,,,,,,,,,,,,,,,,,,
2015-07-30,12.95,3.15,13.85,9.49,11.25,,9.01,3.61,,,,,,,,,,,,,,,,,,
2015-07-31,19.8,3.35,16.07,9.7,15.24,,8.17,4.16,,,,,,,,,,,,,,,,,,
2015-08-01,8.27,2.43,16.06,10.8,6.8,,8.75,9.41,,,,,,,,,,,,,,,,,,
2015-08-02,13.48,1.86,22.81,10.27,6.7,,9.04,5.9,,,,,,,,,,,,,,,,,,
2015-08-03,13.62,2.13,16.03,8.75,9.06,,8.65,4.31,,,,,,,,,,,,,,,,,,
2015-08-04,5.69,2.6,22.46,9.72,9.63,,8.85,3.92,,,,,,,,,,,,,,,,,,
2015-08-05,9.23,2.4,19.41,10.41,10.32,,7.15,5.01,,,,,,,,,,,,,,,,,,
2015-08-06,6.28,5.94,11.0,10.73,11.31,,6.62,5.44,,,,,,,,,,,,,,,,,,
2015-08-07,6.77,3.79,11.79,10.22,10.8,,6.46,12.21,,,,,,,,,,,,,,,,,,
2015-08-08,8.66,3.78,12.75,7.68,8.14,,6.9,5.7,,,,,,,,,,,,,,,,,,
2015-08-09,9.95,2.1,12.69,5.83,9.49,,7.15,4.06,,,,,,,,,,,,,,,,,,
2015-08-10,9.74,5.16,12.13,6.9,8.72,,7.44,4.01,,,,,,,,,,,,,,,,,,
