Date,DL002,DL021,DL031,KA003,TN001,UP012,UP014
2019-03-15,17.78,26.64,58.33,40.89,28.76,34.21,34.71
2019-03-16,18.63,42.82,50.57,36.2,22.35,34.87,33.82
2019-03-17,16.8,41.42,48.64,32.49,28.63,35.79,37.39
2019-03-18,16.63,41.33,42.04,26.69,21.6,40.105,33.58
2019-03-19,12.05,34.37,48.66,28.17,15.46,44.42,33.86
2019-03-20,23.63,34.91,39.29,20.31,16.9,47.72,28.82
2019-03-21,37.65,49.84,46.35,21.85,21.9,56.99,28.48
2019-03-22,25.88,50.3,38.45,23.79,17.62,54.74,35.06
2019-03-23,31.64,52.54,38.91,24.19,17.66,57.26,43.93
2019-03-24,21.2,45.73,42.32,23.62,15.92,27.48,29.34
2019-03-25,12.03,36.48,50.05,9.39,12.18,7.3,36.39
2019-03-26,15.95,43.02,50.24,18.58,13.58,9.33,27.05
2019-03-27,18.08,44.9,42.26,19.88,17.08,13.09,35.78
2019-03-28,20.5,48.18,44.14,26.03,22.52,9.98,33.57
2019-03-29,19.81,44.56,48.56,22.85,23.63,21.32,31.39
2019-03-30,37.15,42.3,44.33,22.91,30.07,34.13,36.94
2019-03-31,24.28,49.54,35.7,14.62,30.55,16.14,31.52
2019-04-01,26.38,55.2,32.52,13.87,21.75,44.74,39.67
2019-04-02,27.93,57.47,34.95,14.24,26.36,36.78,33.91
2019-04-03,20.11,54.89,35.7,19.62,13.36,38.29,43.08
2019-04-04,42.2,62.61,40.37,18.73,10.3,40.65,35.33
2019-04-05,55.94,52.99,40.12,28.51,8.79,46.37,32.51
2019-04-06,29.61,41.31,32.5,35.35,10.76,34.52,22.95
2019-04-07,102.68,40.1,50.3,28.03,12.15,33.94,24.92
2019-04-08,36.84,45.42,46.64,24.41,10.32,36.31,29.0
2019-04-09,42.3,65.82,42.59,20.79,11.18,33.09,32.83
2019-04-10,30.74,42.8,40.85,9.21,10.44,36.03,33.92
2019-04-11,36.8,41.06,32.52,7.51,11.54,44.77,36.61
2019-04-12,23.05,49.6,34.65,11.45,11.72,37.99,24.29
2019-04-13,26.02,41.46,32.22,9.5,25.67,31.64,38.06
2019-04-14,24.53,36.69,30.48,15.74,11.48,35.24,44.98
2019-04-15,22.94,34.0,28.44,29.04,16.66,32.36,39.17
2019-04-16,30.48,42.88,50.48,45.79,13.64,26.86,24.16
2019-04-17,27.22,45.1,56.29,28.27,16.71,30.7,20.09
2019-04-18,42.72,44.79,49.11,33.79,16.08,34.4,38.37
2019-04-19,34.16,34.08,42.13,6.29,13.64,38.58,37.56
2019-04-20,44.58,43.1,37.89,12.546666666666669,16.79,39.75,42.26
2019-04-21,33.09,43.44,33.58,18.80333333333333,29.07,40.37,39.63
2019-04-22,59.05,40.1,37.72,25.06,19.12,43.69,43.9
2019-04-23,41.77,34.31,39.04,41.53,13.12,55.59,33.23
2019-04-24,33.19,51.07,33.83,25.4,14.17,48.96,39.31
2019-04-25,50.07,56.8,35.84,32.64,18.05,46.33,41.76
2019-04-26,44.17,30.62,29.13,27.5,15.85,32.89,27.01
2019-04-27,42.05,33.94,21.78,60.57,11.01,36.14,28.99
2019-04-28,43.02,34.38,17.97,42.49,14.17,37.38,29.9
2019-04-29,40.62,35.61,21.56,44.46,14.73,31.95,30.37
2019-04-30,62.88,33.58,15.14,70.57,20.81,43.38,43.72
2019-05-01,78.34,40.36,27.25,64.03,24.07,37.99,17.03
2019-05-02,54.7,40.56,29.64,60.4,21.87,42.95,14.01
2019-05-03,70.51,41.25,35.55,37.45,19.51,32.92,14.36
2019-05-04,36.29,27.78,36.82,58.17,25.17,33.22,18.67
2019-05-05,66.81,29.01,17.21,59.03,22.95,42.16,59.92
2019-05-06,49.7,24.74,21.39,53.34,17.7,44.42,80.27
2019-05-07,39.2,19.6,26.85,53.44,12.7,36.58,66.42
2019-05-08,37.52,14.459999999999996,23.47,44.14,30.07,32.31,60.57
2019-05-09,20.73,9.32,21.12,49.49,,33.99,60.56
2019-05-10,31.41,16.77,19.18,62.68,,29.51,49.26
2019-05-11,47.89,37.78,31.14,39.5,,4.91,51.1
2019-05-12,43.27,37.49,30.57,30.97,,2.77,83.54
2019-05-13,44.27,32.64,31.95,54.93,,2.68,59.61
2019-05-14,31.53,18.93,38.78,63.47,67.2,2.09,67.2
2019-05-15,37.67,15.43,47.41,44.05,46.06,2.26,71.45
2019-05-16,30.74,12.24,41.46,27.16,47.0,3.85,68.94
2019-05-17,32.35,25.92,48.17,28.61,51.93,2.75,66.76
2019-05-18,19.95,36.38,58.08,13.2,47.05,2.74,42.69
2019-05-19,31.74,49.07,39.57,35.05,42.7,3.17,62.54
2019-05-20,31.08,43.7,34.41,28.99,39.25,3.29,68.75
2019-05-21,34.49,45.21,28.91,31.42,42.18,3.62,73.13
2019-05-22,24.51,31.12,37.07,62.2,38.76,2.52,60.83
2019-05-23,28.4,47.11,42.73,24.88,47.79,3.44,54.1
2019-05-24,12.81,23.99,54.32,44.04,44.97,3.04,38.88
2019-05-25,19.14,50.64,39.2,36.82,61.7,3.02,50.62
2019-05-26,31.99,63.72,31.11,24.58,73.42,2.59,65.02
2019-05-27,28.25,60.19,26.42,66.0,53.98,4.02,57.77
2019-05-28,31.77,57.58,21.4,50.91,53.66,3.25,67.01
2019-05-29,33.19,56.83,23.03,58.82,48.6,3.27,77.24
2019-05-30,29.64,43.95,25.44,40.68,74.12,18.5,54.73
2019-05-31,45.0,43.15,20.48,24.66,73.17,42.21,48.96
2019-06-01,32.8,61.72,31.21,33.24,68.05,42.49,62.59
2019-06-02,20.79,61.89,39.64,20.18,72.38,43.01,62.1
2019-06-03,19.72,49.97,41.51,16.06,51.03,42.21,60.37
2019-06-04,34.03,62.91,39.57,24.17,70.31,41.98,58.16
2019-06-05,31.02,55.68,36.11,29.94,71.36,42.18,64.74
2019-06-06,37.87,46.86,31.58,18.61,29.76,42.56,64.32
2019-06-07,41.46,79.29,39.89,7.4,50.92,42.65,52.88
2019-06-08,31.06,46.81,36.74,7.845000000000001,68.91,42.36,61.5
2019-06-09,55.41,70.58,31.04,8.290000000000001,61.13,42.14,67.99
2019-06-10,36.1,57.63,27.08,8.735000000000001,41.77,42.46,56.58
2019-06-11,24.7,33.82,22.18,9.18,49.5,39.28,62.98
2019-06-12,29.24,57.62,34.77,10.97,47.35,31.95,52.4
2019-06-13,36.91,52.19,36.21,9.65,40.33,32.17,50.17
2019-06-14,37.63,57.19,26.27,11.88,41.48,32.27,23.6
2019-06-15,38.85,48.88,23.1,7.29,44.95,41.88,58.14
2019-06-16,28.86,34.59,45.8,15.4,55.24,21.47,44.99
2019-06-17,23.39,29.43,44.81,19.82,29.44,21.95,35.35
2019-06-18,29.95,39.75,57.06,20.91,58.96,46.41,42.96
2019-06-19,49.59,54.23,49.13,14.7,49.24,63.71,29.56
2019-06-20,38.73,70.39,45.6,14.55,30.55,49.7,47.1
2019-06-21,24.58,63.59,43.72,17.09,25.56,61.73,38.16
2019-06-22,44.14,78.49,36.1,14.49,36.48,33.76,36.33
2019-06-23,25.77,64.17,56.5,9.11,44.13,28.38,36.87
2019-06-24,12.08,35.98,55.09,8.78,38.27,32.23,35.44
2019-06-25,32.99,55.88,52.4,6.56,51.63,36.55,41.99
2019-06-26,30.63,34.65,41.75,6.29,27.59,32.28,38.55
2019-06-27,19.39,35.45,41.49,6.57,11.63,55.18,37.1
2019-06-28,14.56,28.6,37.06,5.89,10.18,61.54,60.67
2019-06-29,13.16,29.75,30.68,9.37,20.65,8.94,51.0
2019-06-30,24.2,27.58,33.5,12.01,21.21,23.25,54.04
2019-07-01,26.75,45.39,34.89,7.78,51.53,19.0,64.05
2019-07-02,26.07,65.37,40.73,5.39,49.92,6.81,44.91
2019-07-03,7.0,38.55,51.17,6.58,36.403333333333336,9.0,34.09
2019-07-04,14.52,20.3,57.67,8.56,22.88666666666667,11.65,31.28
2019-07-05,5.86,14.49,71.94,5.88,9.37,14.15,41.09
2019-07-06,5.46,15.48,62.56,5.85,14.93,11.0,25.21
2019-07-07,10.47,11.94,62.46,,23.21,6.84,26.64
2019-07-08,7.69,14.52,59.24,,23.85,12.16,25.71
2019-07-09,11.12,11.29,62.66,,23.41,7.16,19.65
2019-07-10,13.32,12.73,55.75,,17.61,9.53,21.85
2019-07-11,12.64,13.68,46.51,,19.92,14.14,26.06
2019-07-12,17.09,10.59,48.5,,16.66,13.83,23.75
2019-07-13,27.31,14.55,43.98,,17.9,10.61,19.51
2019-07-14,25.92,13.91,47.31,,20.63,11.67,24.8
2019-07-15,26.52,14.04,66.9,,25.97,12.9,26.42
2019-07-16,59.18,21.25,69.75,,23.94,19.99,27.75
2019-07-17,33.38,19.12,74.63,,16.08,19.67,29.22
2019-07-18,8.54,30.3,75.97,,29.49,28.07,28.15
2019-07-19,15.54,46.82,63.87,,19.36,26.09,20.45
2019-07-20,31.4,17.72,68.6,,27.45,39.93,32.11
2019-07-21,24.84,27.6,71.06,,19.09,46.04,10.35
2019-07-22,16.82,36.55,69.98,,8.32,53.06,19.6
2019-07-23,34.98,56.85,63.61,,18.18,41.05,23.25
2019-07-24,23.58,27.24,65.24,,26.21,44.15,23.15
2019-07-25,24.07,18.24,76.77,,22.27,48.87,17.84
2019-07-26,41.72,12.7,68.33,,19.57,48.35,30.21
2019-07-27,32.21,16.5,80.25,,24.36,40.73,20.83
2019-07-28,30.11,15.42,72.46,,47.51,12.54,22.86
2019-07-29,25.68,15.34,64.75,,26.74,13.28,18.42
2019-07-30,27.47,14.37,65.67,,24.45,18.9,14.79
2019-07-31,19.06,20.54,64.13,,30.0,18.94,19.54
2019-08-01,18.47,23.92,61.16,,31.29,19.2,25.12
2019-08-02,24.9,14.17,69.47,,10.72,18.31,34.27
2019-08-03,37.63,13.51,72.97,,10.52,12.37,31.95
2019-08-04,32.18,23.5,75.0,,13.65,13.98,29.96
2019-08-05,22.85,21.59,71.56,,16.78,9.19,32.04
2019-08-06,35.66,13.6,81.56,,10.48,17.28,25.03
2019-08-07,48.67,24.17,71.23,,15.33,18.46,25.45
2019-08-08,29.22,30.33,61.27,,17.52,17.55,29.45
2019-08-09,16.78,17.89,60.99,,18.85,22.94,25.99
2019-08-10,18.32333333333333,19.48,68.12,,25.67,17.52,26.94
2019-08-11,19.866666666666667,19.49,63.36,,26.45,11.42,28.18
2019-08-12,21.41,16.29,71.36,,23.52,16.17,28.5
2019-08-13,23.12,16.01,73.84,,20.48,14.85,26.85
2019-08-14,24.5,25.58,76.62,,23.11,19.26,24.29
2019-08-15,29.36,19.96,71.37,,21.42,21.9,42.44
2019-08-16,18.63,16.32,72.31,,24.54,18.12,16.12
2019-08-17,18.83,12.44,82.92,,8.14,15.63,23.31
2019-08-18,21.4,15.95,87.36,,12.19,20.84,19.47
2019-08-19,22.65,19.06,61.1,,17.69,21.47,21.91
2019-08-20,28.21,23.08,68.98,,16.0,14.91,22.51
2019-08-21,16.29,24.16,64.96,,10.59,13.18,22.92
2019-08-22,13.24,17.87,68.04,,9.85,17.5,21.13
2019-08-23,14.1,21.95,70.11,,11.0,29.74,29.32
2019-08-24,14.63,23.95,72.05,,14.54,55.4,24.37
2019-08-25,12.96,22.5,75.61,,13.2,75.68,23.35
2019-08-26,14.27,20.31,66.34,,18.62,36.41,26.93
2019-08-27,21.75,37.05,62.43,,21.18,23.44,27.06
2019-08-28,18.46,28.99,60.26,,21.25,25.36,29.0
2019-08-29,15.46,28.91,62.12,,15.51,21.22,31.37
2019-08-30,30.16,42.05,62.98,,13.88,15.83,29.36
2019-08-31,19.3,24.89,64.37,,12.45,20.79,28.4
2019-09-01,24.03,16.56,70.15,,9.2,21.32,33.3
2019-09-02,19.51,52.48,65.33,,14.26,14.29,34.69
2019-09-03,17.7,32.59,66.39,,8.07,15.2,28.91
2019-09-04,16.91,38.7,69.51,,9.71,18.02,26.37
2019-09-05,11.54,25.77,68.26,,10.24,19.88,37.28
2019-09-06,13.4,17.59,66.93,,13.51,18.63,35.19
2019-09-07,15.18,21.06,72.23,,12.49,22.24,23.08
2019-09-08,38.84,35.05,69.41,,11.74,15.95,25.43
2019-09-09,24.44,40.18,64.07,,10.91,18.82,20.71
2019-09-10,28.09,38.36,62.09,,20.67,23.91,39.17
2019-09-11,59.88,51.53,63.79,,16.52,23.23,36.85
2019-09-12,20.72,42.16,65.8,,15.81,30.05,23.22
2019-09-13,17.03,33.7,64.44,,19.52,23.87,15.87
2019-09-14,22.76,37.31,64.58,,19.54,31.09,23.82
2019-09-15,25.24,39.21,73.49,,17.55,27.15,17.19
2019-09-16,23.35,34.13,65.36,,14.3,22.7,19.87
2019-09-17,37.94,37.78,64.53,,17.04,22.37,25.14
2019-09-18,25.05,32.53,59.23,,18.9,29.66,32.41
2019-09-19,20.67,25.28,68.01,,18.69,23.92,24.89
2019-09-20,28.76,18.67,65.3,,13.03,19.17,18.11
2019-09-21,26.91,27.02,70.05,,16.14,19.66,18.08
2019-09-22,24.97,20.17,77.4,,14.63,18.09,27.67
2019-09-23,26.52,30.45,69.32,,26.38,25.41,24.03
2019-09-24,38.72,34.95,69.71,,25.46,23.64,15.35
2019-09-25,39.9,38.49,66.44,,11.69,27.24,17.56
2019-09-26,19.97,19.55,66.2,,13.61,36.13,16.67
2019-09-27,23.57,28.34,68.55,,10.75,27.0,19.86
2019-09-28,29.18,29.48,68.54,,10.57,25.93,17.75
2019-09-29,20.66,32.46,71.15,,11.93,23.92,18.87
2019-09-30,20.86,38.38,70.59,,18.32,22.54,18.54
2019-10-01,18.98,25.21,70.21,6.12,21.38,21.51,18.58
2019-10-02,34.3,42.64,66.79,0.71,21.91,21.46,23.11
2019-10-03,69.35,42.46,65.81,1.13,12.56,21.74,17.89
2019-10-04,31.52,34.4,71.29,0.47,13.02,22.64,16.1
2019-10-05,27.68,38.32,60.88,1.3,17.7,27.43,19.16
2019-10-06,30.91,45.69,62.97,0.62,11.4,28.33,21.61
2019-10-07,32.94,44.01,61.76,1.02,19.01,28.72,18.61
2019-10-08,35.72,47.7,58.81,0.87,23.73,30.96,19.4
2019-10-09,59.53,53.96,61.0,3.67,16.91,24.56,18.01
2019-10-10,37.13,60.6,58.51,0.6,11.13,24.2,21.53
2019-10-11,29.79,50.43,59.33,0.84,9.6,26.97,17.13
2019-10-12,22.46,51.47,61.75,1.1,8.07,29.17,17.12
2019-10-13,25.58,47.64,61.58,0.09,11.78,52.4,22.26
2019-10-14,22.16,43.92,64.05,1.56,10.67,24.85,20.0
2019-10-15,49.41,52.09,63.98,0.38,15.82,20.0,17.04
2019-10-16,35.65,63.07,65.0,1.23,10.34,22.07,26.8
2019-10-17,24.54,45.54,61.41,0.72,10.55,21.27,48.57
2019-10-18,21.62,49.46,54.66,0.39,18.04,17.92,21.01
2019-10-19,32.1,58.91,54.94,0.44,10.58,14.49,17.18
2019-10-20,13.65,38.28,56.17,0.53,12.97,15.82,24.67
2019-10-21,17.76,41.78,54.42,0.53,8.48,20.4,34.58
2019-10-22,19.47,31.03,54.07,0.49,10.42,27.06,20.1
2019-10-23,32.05,31.64,53.88,2.336666666666667,21.09,24.68,21.74
2019-10-24,15.36,53.5,62.34,4.183333333333334,17.15,20.47,23.24
2019-10-25,24.39,58.29,61.23,6.03,13.41,25.63,34.87
2019-10-26,14.39,50.2,65.23,5.71,9.03,25.01,25.13
2019-10-27,11.14,34.83,59.19,7.84,10.29,29.36,18.78
2019-10-28,8.43,35.56,59.99,16.43,10.31,24.18,18.17
2019-10-29,9.46,18.11,68.3,5.27,17.17,24.46,16.18
2019-10-30,7.33,22.88,63.52,5.53,9.79,24.53,17.66
2019-10-31,12.97,20.4,66.28,12.93,9.31,24.79,20.3
2019-11-01,24.42,46.39,63.83,21.33,12.05,23.15,18.28
2019-11-02,13.74,13.72,64.43,17.2,15.86,19.57,27.71
2019-11-03,11.95,10.74,69.82,19.38,11.54,22.67,25.93
2019-11-04,13.99,22.59,62.36,28.16,23.24,21.56,27.1
2019-11-05,16.07,27.14,56.77,31.24,33.66,24.17,40.6
2019-11-06,18.49,28.36,55.98,43.74,32.17,24.67,35.63
2019-11-07,15.23,10.31,67.01,55.24,32.02,23.67,38.34
2019-11-08,18.92,26.04,63.77,46.31,38.92,25.92,36.19
2019-11-09,14.28,23.65,57.83,21.72,36.15,23.51,35.62
2019-11-10,17.9,32.14,49.8,28.92,26.39,27.55,26.03
2019-11-11,14.84,32.65,54.84,45.53,30.35,42.89,35.81
2019-11-12,11.96,33.4,60.24,43.59,15.43,53.53,48.94
2019-11-13,11.34,31.91,63.96,49.75,15.87,48.25,38.47
2019-11-14,17.22,33.09,70.62,30.1,13.51,79.96,40.54
2019-11-15,11.48,31.21,64.56,9.65,5.71,80.03,29.84
2019-11-16,9.65,29.41,57.41,13.11,13.0,80.04,31.36
2019-11-17,9.82,26.81,55.65,33.79,21.22,80.02,29.7
2019-11-18,23.53,30.95,61.62,42.99,7.95,80.01,31.33
2019-11-19,33.69,27.07,62.32,23.53,13.82,79.98,24.39
2019-11-20,51.13,31.64,62.58,18.28,15.43,79.99,44.32
2019-11-21,61.07,38.29,64.37,,19.46,79.99,36.44
2019-11-22,37.85,39.78,63.31,,17.28,80.02,26.03
2019-11-23,26.2,21.32,58.82,,12.8,79.96,20.12
2019-11-24,29.68,31.06,58.21,,27.86,80.03,31.54
2019-11-25,32.94,34.11,62.38,,18.0,80.03,17.44
2019-11-26,47.21,44.58,59.77,,22.87,80.0,24.92
2019-11-27,44.18,32.55,60.87,,25.75,80.04,35.04
2019-11-28,48.43,33.0,63.79,,14.96,69.22,47.56
2019-11-29,36.16,21.99,68.55,21.49,12.32,55.31,36.49
2019-11-30,31.16,17.98,74.84,18.43,16.91,45.49,33.48
2019-12-01,30.48,27.83,66.61,17.47,6.51,64.68,43.9
2019-12-02,36.68,25.29,61.87,18.2,7.51,70.47,57.68
2019-12-03,41.04,23.0,50.79,18.58,12.8,78.49,56.7
2019-12-04,42.73,26.91,56.97,18.17,30.94,49.57,53.92
2019-12-05,57.97,39.72,66.56,17.76,40.71,53.89,52.0
2019-12-06,37.93,17.48,69.68,28.21,41.55,29.22,38.9
2019-12-07,51.73,26.14,71.11,20.37,16.76,34.77,28.82
2019-12-08,44.65,19.74,69.77,15.68,21.53,20.11,31.64
2019-12-09,42.16,25.64,60.35,14.6,20.86,10.22,38.74
2019-12-10,44.54,27.78,66.85,28.55,15.19,11.55,14.08
2019-12-11,82.95,29.04,68.59,18.99,14.42,17.59,22.57
2019-12-12,62.84,43.64,68.73,25.68,20.08,4.62,22.76
2019-12-13,63.22,34.05,81.0,29.4,12.59,21.67,18.05
2019-12-14,64.925,17.57,75.04,31.71,9.48,10.48,17.65
2019-12-15,66.63,19.75,76.6,34.08,17.57,7.61,13.76
2019-12-16,64.73,15.23,80.3,32.28,15.73,6.43,16.78
2019-12-17,60.7,17.32,75.2,24.03,24.59,8.08,17.04
2019-12-18,57.64,25.15,72.98,28.81,19.41,10.27,15.62
2019-12-19,54.08,16.72,81.32,20.58,27.85,7.74,12.76
2019-12-20,56.17,7.41,79.54,17.93,33.1,9.46,14.37
2019-12-21,64.59,7.67,78.48,29.05,28.02,7.36,16.29
2019-12-22,65.42,10.39,80.25,37.64,35.15,4.54,14.85
2019-12-23,66.08,13.51,75.73,34.3,23.89,9.79,12.75
2019-12-24,65.18,23.96,75.25,24.84,21.46,10.17,11.87
2019-12-25,67.91,7.71,78.07,24.42,28.07,9.92,11.29
2019-12-26,68.65,7.99,73.96,33.02,18.45,18.81,18.88
2019-12-27,67.46,13.02,71.62,25.56,18.19,45.88,44.16
2019-12-28,65.9,5.99,78.11,23.84,24.63,26.63,39.11
2019-12-29,65.5,15.65,73.07,24.34,26.34,36.51,40.46
2019-12-30,67.99,1.73,84.83,25.92,31.91,34.21,41.32
2019-12-31,64.32,12.48,70.68,29.1,44.58,24.76,40.37
2020-01-01,60.13,21.38,71.3,18.845,19.86,23.4,39.07
2020-01-02,64.91,14.7,70.28,8.59,13.44,14.08,39.0
2020-01-03,66.34,13.12,69.91,14.44,24.04,5.79,37.96
2020-01-04,63.12,13.63,68.52,16.28,30.76,7.95,40.88
2020-01-05,63.1,20.76,63.79,16.04,39.4,1.94,45.87
2020-01-06,66.24,9.34,64.69,8.66,21.84,1.76,41.29
2020-01-07,65.79,17.35,70.57,7.69,20.89,1.22,34.66
2020-01-08,62.49,4.88,84.52,20.06,20.91,19.91,33.29
2020-01-09,64.04,11.96,74.2,18.11,19.77,34.4,38.49
2020-01-10,64.58,14.6,72.01,11.53,21.59,34.67,40.85
2020-01-11,63.87,19.78,62.39,16.24,22.98,37.64,40.62
2020-01-12,64.23,13.7,65.47,17.97,25.15,34.92,40.45
2020-01-13,59.61,16.82,70.81,13.69,29.08,28.31,36.98
2020-01-14,61.33,11.0,75.1,16.52,29.67,49.17,36.75
2020-01-15,60.2,15.01,71.26,14.51,28.9,13.47,33.84
2020-01-16,62.59,7.9,77.19,9.15,28.21,41.12,35.92
2020-01-17,64.92,9.68,79.75,9.76,17.42,38.18,36.43
2020-01-18,37.81,5.43,77.24,5.75,25.59,19.04,34.71
2020-01-19,12.14,7.64,74.92,8.31,16.86,27.01,4.98
2020-01-20,12.08,12.66,78.71,9.26,17.81,26.41,20.75
2020-01-21,11.95,15.62,74.5,7.75,26.28,27.47,38.81
2020-01-22,11.94,12.78,78.58,7.52,30.22,15.33,40.79
2020-01-23,12.28,9.09,56.04,8.45,26.59,24.18,45.0
2020-01-24,13.72,9.7,52.95,8.29,29.39,10.48,48.29
2020-01-25,12.85,22.43,59.22,8.8,27.99,4.76,45.02
2020-01-26,18.18,24.32,64.68,9.13,30.6,4.4,39.4
2020-01-27,19.56,12.57,65.82,9.77,26.76,6.53,38.28
2020-01-28,21.34,25.23,71.12,10.87,30.7,8.27,50.15
2020-01-29,19.08,22.67,67.67,12.74,14.87,6.84,60.01
2020-01-30,22.32,16.53,67.85,14.49,19.61,5.14,52.47
2020-01-31,21.62,18.35,66.5,14.35,45.47,4.39,48.3
2020-02-01,20.43,28.05,65.09,13.77,34.71,4.45,37.7
2020-02-02,23.39,20.87,67.69,12.49,22.51,4.65,38.97
2020-02-03,23.66,23.06,60.82,8.62,17.71,4.2,37.16
2020-02-04,50.38,29.24,63.64,8.0,30.7,4.57,35.21
2020-02-05,27.86,23.63,62.18,10.13,41.55,2.72,38.75
2020-02-06,26.96,28.17,62.52,13.76,46.43,3.1,38.5
2020-02-07,51.11,25.97,63.17,12.28,25.33,5.28,39.12
2020-02-08,29.18,28.9,62.61,11.7,29.03,2.61,43.4
2020-02-09,27.14,28.36,61.39,9.05,30.62,3.62,38.77
2020-02-10,26.67,28.67,64.46,7.04,26.76,5.16,38.93
2020-02-11,27.19,29.85,61.82,6.57,15.755,2.58,38.84
2020-02-12,25.86,31.11,60.69,7.67,4.75,2.9,47.99
2020-02-13,29.25,30.39,52.77,11.79,12.33,4.49,42.42
2020-02-14,37.62,34.48,48.43,17.27,34.44,3.82,39.92
2020-02-15,41.18,35.75,43.92,17.31,27.91,2.96,37.08
2020-02-16,29.74,33.57,51.3,18.42,29.41,3.15,31.83
2020-02-17,25.93,22.38,52.87,17.14,17.18,2.88,36.29
2020-02-18,28.84,28.38,46.14,14.61,17.08,26.21,43.41
2020-02-19,35.31,39.02,54.5,13.16,27.5,31.09,40.2
2020-02-20,15.04,67.46,49.63,8.24,32.2,49.11,44.19
2020-02-21,14.94,43.18,69.79,13.24,15.15,53.22,45.21
2020-02-22,15.81,28.06,67.09,14.47,18.04,34.06,34.61
2020-02-23,13.48,30.46,64.46,23.72,28.99,5.14,37.42
2020-02-24,13.51,26.33,59.98,12.26,23.28,3.71,34.69
2020-02-25,13.61,19.62,59.0,16.59,29.5,4.39,40.4
2020-02-26,13.96,22.7,64.86,10.36,30.69,2.91,36.17
2020-02-27,14.54,35.24,66.52,19.92,18.02,2.42,37.3
2020-02-28,18.12,52.93,63.06,22.73,25.74,19.15,37.63
2020-02-29,35.42,46.32,66.61,27.79,26.06,26.14,42.71
2020-03-01,42.99,43.87,64.36,15.2,52.29,27.47,38.55
2020-03-02,35.77,30.46,67.09,13.855,13.77,22.01,38.65
2020-03-03,21.77,26.37,59.58,12.51,38.1,26.16,38.76
2020-03-04,49.57,41.62,59.93,49.52,24.21,34.17,40.64
2020-03-05,31.65,43.46,63.72,29.67,14.14,27.27,40.03
2020-03-06,29.3,35.22,75.6,19.65,16.64,28.46,40.11
2020-03-07,23.33,37.23,74.96,23.07,35.72,30.31,35.47
2020-03-08,19.76,29.34,63.23,22.82,14.17,25.08,47.38
2020-03-09,22.46,26.8,58.08,23.19,17.93,30.14,29.23
2020-03-10,16.22,58.76,57.18,31.17,36.17,26.23,8.84
2020-03-11,37.16,43.24,60.86,29.71,18.21,25.25,10.95
2020-03-12,25.97,32.03,56.96,24.42,16.23,27.4,30.0
2020-03-13,26.29,32.45,48.99,20.08,18.96,29.88,28.88
2020-03-14,33.45,36.59,72.6,21.63,21.28,21.75,25.97
2020-03-15,33.38,48.88,63.56,30.61,24.2,28.0,31.16
2020-03-16,28.67,36.02,61.26,21.09,11.56,28.31,18.88
2020-03-17,23.33,34.21,58.86,18.76,18.98,33.93,14.14
2020-03-18,23.66,32.65,56.6,21.81,24.05,39.42,11.08
2020-03-19,17.17,39.73,60.01,31.38,15.32,33.45,27.78
2020-03-20,46.72,59.2,57.92,41.21,12.48,27.3,46.6
2020-03-21,27.13,42.62,53.7,40.13,30.8,26.39,42.67
2020-03-22,71.18,57.9,53.23,36.75,22.42,29.61,42.32
2020-03-23,53.8,55.88,51.37,33.07,19.24,32.78,41.64
2020-03-24,51.32,43.33,58.82,23.87,8.58,29.66,39.64
2020-03-25,46.73,31.7,57.51,32.27,11.52,24.88,37.98
2020-03-26,37.51,29.05,57.05,23.79,10.91,23.1,39.57
2020-03-27,35.86,28.38,65.75,28.42,12.18,13.11,31.1
2020-03-28,35.63,24.72,59.86,27.98,11.74,20.77,36.12
2020-03-29,53.49,35.63,51.61,25.65,15.88,25.42,39.36
2020-03-30,66.47,45.99,49.07,28.91,13.2,35.18,37.79
2020-03-31,72.11,50.21,45.65,34.47,13.33,19.3,41.1
2020-04-01,56.14,41.32,47.15,34.75,13.42,6.97,39.16
2020-04-02,66.23,49.96,45.43,37.85,13.85,7.1,40.41
2020-04-03,80.6,60.86,37.96,43.78,12.92,9.73,41.31
2020-04-04,82.07,60.24,43.33,43.2,11.17,10.4,40.42
2020-04-05,76.33,61.44,45.46,40.05,13.27,10.51,36.74
2020-04-06,58.66,55.11,40.08,46.07,11.58,12.28,37.16
2020-04-07,57.94,56.8,40.56,41.09,13.25,7.86,36.69
2020-04-08,63.7,63.39,34.28,48.92,12.19,6.29,35.38
2020-04-09,,67.31,37.01,50.44,11.85,7.27,49.01
2020-04-10,,56.38,46.17,44.86,12.94,12.1,51.22
2020-04-11,,64.02,51.78,40.87,13.81,8.46,44.26
2020-04-12,,64.78,60.01,36.71,12.67,6.28,32.54
2020-04-13,,51.17,43.53,33.28,16.02,7.94,11.07
2020-04-14,,53.89,6.83,30.68,16.34,8.09,20.19
2020-04-15,,49.17,67.36,34.31,16.1,10.34,11.8
2020-04-16,,47.5,60.84,37.62,19.76,8.14,12.13
2020-04-17,,71.47,63.33,26.99,13.85,5.56,6.5
2020-04-18,,73.16,60.8,24.1,12.82,7.69,8.8
2020-04-19,42.24,58.85,39.63,18.46,12.07,7.53,9.86
2020-04-20,65.27,40.73,50.57,18.18,13.96,7.25,11.26
2020-04-21,49.45,66.01,73.45,14.04,15.66,9.17,12.4
2020-04-22,77.56,66.22,48.02,18.25,13.42,8.65,14.95
2020-04-23,78.36,58.65,43.78,19.74,13.44,10.19,15.5
2020-04-24,79.72,57.98,47.8,10.67,14.03,14.0,14.93
