Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2015-11-01,9.02,16.59,94.74,4.81,1.98,151.24
2015-11-02,14.16,15.99,115.98,4.3,1.96,103.6
2015-11-03,16.89,15.28,112.71,4.22,2.04,96.75
2015-11-04,8.88,15.7,137.62,4.22,2.45,59.63
2015-11-05,14.75,16.76,97.34,4.22,6.21,71.14
2015-11-06,9.7,18.55,86.38,4.22,20.85,111.22
2015-11-07,10.27,13.82,117.97,4.22,21.55,119.82
2015-11-08,8.96,15.58,98.5,4.22,15.16,98.57
2015-11-09,5.52,17.17,134.41,4.22,21.66,112.96
2015-11-10,4.75,17.79,150.79,4.22,26.53,85.53
2015-11-11,6.93,20.5,71.78,4.47,24.91,55.6
2015-11-12,7.38,19.8,81.68,5.45,29.93,66.24
2015-11-13,21.78,18.1,84.27,4.22,22.61,71.77
2015-11-14,31.78,18.0,69.37,4.22,24.35,72.67
2015-11-15,16.26,17.69,95.98,8.33,28.61,78.88
2015-11-16,18.74,16.81,129.22,4.22,14.07,82.28
2015-11-17,20.54,16.78,77.4,4.22,12.52,81.18
2015-11-18,18.77,16.64,118.88,4.22,11.61,75.78
2015-11-19,19.51,15.07,150.98,4.22,9.17,109.16
2015-11-20,15.35,12.74,164.44,4.22,11.27,128.09
2015-11-21,16.2,11.95,144.12,4.81,13.07,200.85
2015-11-22,12.6,11.45,146.25,4.3,12.71,257.82
2015-11-23,20.87,11.1,164.08,4.22,9.81,181.05
2015-11-24,24.75,11.94,165.41,4.05,13.63,160.68
2015-11-25,32.28,11.11,83.28,4.22,22.64,113.53
2015-11-26,32.78,11.06,144.14,3.38,34.72,116.52
2015-11-27,27.06,11.82,121.32,4.81,21.79,168.01
2015-11-28,29.37,12.59,73.76,5.06,14.87,117.27
2015-11-29,21.4,10.95,99.82,4.22,12.25,105.1
2015-11-30,24.6,11.18,159.5,4.22,11.95,114.87
2015-12-01,27.06,11.26,118.88,4.22,13.74,131.53
2015-12-02,17.46,10.39,132.93,5.06,13.79,87.67
2015-12-03,26.85,8.18,109.61,4.22,23.23,81.43
2015-12-04,24.78,8.5925,113.72,4.29,24.69,110.54
2015-12-05,22.96,9.004999999999999,196.54,4.38,21.96,127.91
2015-12-06,13.66,9.4175,178.2,4.47,30.73,98.1
2015-12-07,23.91,9.83,136.43,4.47,29.96,90.35
2015-12-08,34.36,9.96,204.44,6.16,23.62,68.09
2015-12-09,31.61,9.97,134.24,6.24,22.55,75.62
2015-12-10,35.53,10.95,114.36,5.82,21.53,73.22
2015-12-11,36.25,9.2,116.75,6.27,19.29,84.41
