Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-06-02,24.13,19.9,35.13,21.65,21.68,31.2
2018-06-03,15.78,18.9,43.09,21.89,18.05,27.34
2018-06-04,16.36,18.57,38.57,22.07,19.01,38.95
2018-06-05,15.62,17.84,32.62,21.61,18.39,40.32
2018-06-06,15.45,20.84,33.05,21.02,17.68,39.64
2018-06-07,17.37,18.07,37.99,22.53,14.03,36.7
2018-06-08,16.94,17,36.1,22.24,13.55,27.75
2018-06-09,16.88,16.14,36.36,22.05,13.67,20.75
2018-06-10,20.16,15.87,38.52,19.79,13.49,14.96
2018-06-11,18.29,18.97,35.75,24.31,15.72,14.54
2018-06-12,15.48,18.09,34.01,26.12,17.8,12.13
2018-06-13,18.48,25.56,30.62,24.02,13.57,10.75
2018-06-14,20.84,19.27,29.01,25.59,14.67,76.95
2018-06-15,21.94,15.94,29.31,22.02,12.92,49.75
2018-06-16,20.74,17.28,29.76,20.72,13.35,22.55
2018-06-17,18.77,20.48,27.88,22.14,12.88,15.56
2018-06-18,19.88,19.42,31.17,24.63,12.01,22.23
2018-06-19,17.4,15.28,29.02,25.58,10.99,42.21
2018-06-20,18.08,22.85,37.25,26.69,13.31,38.69
2018-06-21,20.93,14.97,35.93,26.64,12.97,36.7
2018-06-22,27.45,15.03,53.22,21.66,16.4,28.08
2018-06-23,22.5,16.64,49.29,21,14.39,26.49
2018-06-24,18.69,14.78,37.1,21.97,13.25,21.6
2018-06-25,16.14,15.69,31.12,24.72,13.14,18.96
2018-06-26,13.51,15.56,26.14,23,15.22,12.97
2018-06-27,12.58,15.13,25.96,20.77,18.17,35.66
2018-06-28,14.8,15.09,23.9,20.45,16.02,30.42
2018-06-29,17.54,15.77,26.78,21.22,14.57,46.82
2018-06-30,38.97,14.75,28.23,21.76,18.78,36.29
2018-07-01,32.18,13.8,26.45,28.09,16.84,30.87
2018-07-02,31.9,14.25,22.61,27.8,15.61,29.72
2018-07-03,28.51,13.28,32.19,25.08,14.97,22.19
2018-07-04,23.4,13.93,25.67,23.7,14.46,23.11
2018-07-05,24,16.19,33.66,24.25,15.17,29.89
2018-07-06,23.64,18.4,35.28,26.12,17.26,32.83
2018-07-07,22.69,22.4,28.17,25.02,17.7,37.62
2018-07-08,19.14,15.81,35.86,21.96,16.11,32.9
2018-07-09,27.64,13.61,28.69,21.26,15.32,39.75
2018-07-10,28.01,14.04,24.09,20.06,14.62,33.13
2018-07-11,24.79,14.02,26.63,22.32,15.63,38.51
2018-07-12,20.39,14.22,28.48,22.96,15.24,35.81
2018-07-13,20.25,18.65,29.09,23.02,14.07,40.85
2018-07-14,22.41,14.77,31.3,23.07,17.84,32.93
2018-07-15,16.7,13.9,25.51,21.38,17.67,27.56
2018-07-16,25.39,10.15,32.44,22.15,15.02,30.87
2018-07-17,16.7,12.63,28.81,22.24,14,28.16
2018-07-18,11.96,16.76,28.39,21.78,15.15,33.92
2018-07-19,13.91,16.09,25.71,23.46,15.57,35.88
2018-07-20,13.27,16.23,30.45,23.35,14.61,31.77
2018-07-21,13.99,16.28,37.03,24.11,14.44,32.92
2018-07-22,11.91,15.5,27.12,22.11,14.56,22.64
2018-07-23,18.1,15.87,29.43,24.99,14.24,25.78
2018-07-24,15.74,16.3,26.72,21.56,14.68,23.38
2018-07-25,19.77,16.25,28.48,22.52,14.67,17.28
2018-07-26,33.72,18.27,28.9,23.99,18.69,29.98
2018-07-27,22.7,19.2,25.77,24.8,18.52,23.87
2018-07-28,15.78,19.98,24.43,29.64,18.1,34.55
2018-07-29,14.34,18.32,30.46,28.56,19.71,14.17
2018-07-30,23.4,18.35,28.28,22.91,17.39,17.41
2018-07-31,26.45,19.1,30.1,23.39,17.24,19.79
2018-08-01,29.88,18.84,32.34,22.69,16.46,14.06
2018-08-02,24.09,19.69,32.61,26.26,18.33,28.01
2018-08-03,26.75,16.97,31.73,23.74,19.13,22.75
2018-08-04,31.52,17.22,32.96,28.82,17.64,27.33
2018-08-05,23.82,16.82,29.73,24.32,18.56,24.35
2018-08-06,26.37,17.71,32.23,25.92,16.3,39.43
2018-08-07,26.63,17.01,31.04,22.16,16.08,33.02
2018-08-08,31.6,16.69,30.33,20.13,16.46,24.01
2018-08-09,28.22,16.65,29.1,20.3,21,30.11
2018-08-10,29.13,18.78,42.63,24.73,17.3,40.88
2018-08-11,28.96,18.74,28.8,23.07,18.46,36.15
2018-08-12,21.04,16.6,25.93,27.27,14.38,37.07
2018-08-13,25.47,23.9,28.15,32.41,13.61,62.27
2018-08-14,30.21,27.87,30.34,38.36,20.02,47.08
2018-08-15,26.23,26.35,22.86,33.74,12.18,27.22
2018-08-16,23.99,24.79,33.72,22.15,13.35,30.96
2018-08-17,25.21,27.61,30.72,24.31,14.14,31.06
2018-08-18,24.67,28.32,26.14,27.91,12.67,50.13
2018-08-19,24.39,27.41,33.12,26.34,21.07,30.19
2018-08-20,30.67,29.04,37.99,26.04,15.99,32.87
2018-08-21,29.4,26.15,26.25,24.15,14.4,27.63
2018-08-22,30.51,25.25,28.73,21.86,16.5,25.75
2018-08-23,32.44,27.24,27.95,24.86,17.2,34.21
2018-08-24,34.56,26.86,29.81,25.1,16.98,39.51
2018-08-25,36.32,25.76,26.16,25.05,18.74,34.96
2018-08-26,31.57,25.26,20.16,26.96,17.43,25.81
2018-08-27,36.57,28.39,23.07,27.38,21.01,33.05
2018-08-28,31.9,27.95,27.65,22.8,19.35,31.46
2018-08-29,30.96,31.81,27.86,24.35,18.67,27.94
2018-08-30,32.55,27.15,34.45,28.2,19.13,41.1
2018-08-31,38.66,26.63,26.93,26.38,18.9,40.02
2018-09-01,29.17,30.79,31.54,23.49,18.32,39.83
2018-09-02,26.12,30.72,29.51,23.79,19.12,25.01
2018-09-03,36.16,25.39,30,26.72,18.24,30.47
2018-09-04,37.81,26.57,49.8,26.07,19.27,24.84
2018-09-05,31.97,26.39,37.55,22.51,17.59,37.1
2018-09-06,33.3,26.43,43.56,27.3,17.54,28.93
2018-09-07,32.1,26.31,49.1,23.35,15.82,27.41
2018-09-08,23.04,26.88,31.93,22.8,13.78,28.32
2018-09-09,25.42,24.42,24.12,23.88,20.62,20.23
2018-09-10,28.16,28.9,30.96,23.46,22.32,12.59
2018-09-11,35.58,26.44,32,23.33,26.5,16.07
2018-09-12,42.15,27.1,29.28,26.3,26.63,11.82
2018-09-13,39.47,25.22,30.78,24.72,28.14,22.73
2018-09-14,42.26,24.28,32.01,24.69,23.67,21.13
2018-09-15,41.69,26.14,37.7,21.17,24.05,32.93
2018-09-16,46.22,26.23,31.12,22.25,24.38,24.41
2018-09-17,41.59,34.16,33.99,18.61,14.98,23.94
2018-09-18,32.53,33.53,28.63,19.82,17.48,27.26
2018-09-19,28.88,33.81,40.98,25.92,20.98,35.36
2018-09-20,54.46,36.47,42.01,26.7,18.92,37.35
2018-09-21,37.62,29.79,24.32,17.31,17.69,22.03
2018-09-22,40.33,29.55,19.92,18.35,14.88,27.93
2018-09-23,39.6,24.07,16.84,20.88,17.34,18.52
2018-09-24,37.99,26.17,25.46,24.75,25.03,19.17
2018-09-25,45.05,27.74,30.35,24.3,28.61,20.64
2018-09-26,32.14,25.69,42.65,19.76,39.13,12.22
2018-09-27,37.06,23.88,73.58,23.93,24.46,26.64
2018-09-28,34.42,24.39,93.15,21.52,29.38,21.99
2018-09-29,33.62,24.44,74.55,23.71,33.21,15.89
2018-09-30,31.12,24.91,35.4,20.42,32.15,9.3
2018-10-01,34.21,24.44,47.61,20.9,24.9,9.23
2018-10-02,26.83,24.73,46.51,18.76,23.67,7.86
2018-10-03,27.91,23.68,56.37,22.99,21.14,11.02
2018-10-04,32.94,29.87,59.34,38.03,22.06,11.07
2018-10-05,29.23,35.69,83.28,33.49,22.39,13.61
2018-10-06,29.19,29.91,61.88,38.52,27.18,10.51
2018-10-07,32.48,26.55,57.51,31.8,25.24,9.23
2018-10-08,34.31,31,63,41.67,25.58,13.44
2018-10-09,41.65,29.99,56.31,29.3,31,17.39
2018-10-10,47.59,34.59,45.93,24.85,31.61,22.25
2018-10-11,63.94,30.12,33.12,22.91,26.79,29.4
2018-10-12,60.98,27.85,47.82,25.83,26.64,31.33
2018-10-13,57.57,22.7,68.66,22.38,34.65,20.99
2018-10-14,28.07,25.64,53.99,22.59,24.31,13.6
2018-10-15,31.68,22.08,68.24,28.72,25.04,17.04
2018-10-16,31.15,23.42,100.51,39.62,20.97,12.93
2018-10-17,32.79,27.86,81.62,37.01,23.8,34.3
2018-10-18,37.9,29.65,112.6,48.84,21.6,42.26
2018-10-19,27.29,33.15,61.47,46.77,26.85,30.52
2018-10-20,31.45,35.57,59.64,40.75,31.47,13.44
2018-10-21,38.3,26.02,71.3,42.75,28.44,13.25
2018-10-22,51.26,30.6,71.09,34.18,35.41,15.36
2018-10-23,52.1,31.36,87.65,35.55,28.2,14.12
2018-10-24,47.8,31.19,129.52,62.44,28.34,11.18
2018-10-25,45.09,31.3,120.26,91.04,30.25,18.94
2018-10-26,46.02,28.88,133.52,81.44,30.17,22.7
2018-10-27,51.24,32.54,143.02,84.15,42.38,37.86
2018-10-28,47.93,29.44,100.04,63.47,33.18,19.96
2018-10-29,65.76,27.9,104.22,111.56,27.61,16.77
2018-10-30,73.78,27.21,119.07,109.83,28.61,14.79
2018-10-31,46.05,30.1,122.87,74.42,32.11,17.61
2018-11-01,37.49,30.91,133.14,93.21,30.38,22.24
2018-11-02,29.12,27.01,86.56,108.27,25.92,15.86
2018-11-03,28.45,23.55,45.59,63.46,22.01,12.67
2018-11-04,25.74,24.03,30.79,35.72,20.14,15.65
2018-11-05,32.92,27.64,48.8,29.36,23.46,45.28
2018-11-06,34.18,30.82,44.84,28.33,25,26.47
2018-11-07,34.22,30.88,52.43,49.28,23.63,26.2
2018-11-08,38.24,31.42,106.68,47.4,21.32,9.18
2018-11-09,32.31,25.77,109.68,56.68,25.9,8.15
2018-11-10,39.15,28.01,127.11,68.35,26.57,8.81
2018-11-11,43.57,25.69,113.81,58.38,27.54,7.4
2018-11-12,65.11,26.84,101.5,84.84,31.73,6
2018-11-13,59.92,30.73,111.18,118.49,37.98,4.68
2018-11-14,77.83,29.59,67.48,60.15,39.93,6.19
2018-11-15,50.94,24.8,51.99,50,35.35,26.86
2018-11-16,31.59,22.92,41.05,25.77,29.83,11.27
2018-11-17,28.53,26.96,61.7,29.4,21.93,8.13
2018-11-18,25.94,27.07,92.64,65.15,20.29,15.36
2018-11-19,28.63,23.22,47.93,83.48,21.29,26.16
2018-11-20,35,23.8,80.38,100.43,27.66,15.47
2018-11-21,32.46,22.53,81.87,65.02,27.7,16.95
2018-11-22,30.52,28.68,120.74,54.87,28.06,18.78
2018-11-23,34.72,27.7,102.45,47.99,30.04,13.41
2018-11-24,32.39,31.62,50.88,45.74,34.44,10.93
2018-11-25,27.58,28.95,84.38,54.6,30.48,12.07
2018-11-26,30.14,35.11,120.55,90.57,32.61,23.81
2018-11-27,36.17,32.76,176.98,124.82,35.57,16.57
2018-11-28,32.37,30.02,146.11,99.86,36.14,32.01
2018-11-29,28.83,27.3,124.27,57.85,43.12,20.04
2018-11-30,30.83,28.31,86.03,38.48,34.75,12.7
2018-12-01,34.43,30.54,90.73,52.47,35.06,8.57
2018-12-02,27.96,26.02,152.89,104.37,33.02,10.01
2018-12-03,29.75,26.81,144.74,51.88,30.02,29.59
2018-12-04,34.03,27.4,169.75,73.75,29.22,63.88
2018-12-05,30.8,28.85,142.92,47.87,24.04,49.65
2018-12-06,33.09,27.19,156.61,53.62,25.89,27.46
2018-12-07,34.16,26.96,105.05,46.55,19.87,11.1
2018-12-08,28.09,24.43,107.05,60.28,20.56,23.45
2018-12-09,19.92,23.02,127.78,75.26,20.26,18.96
2018-12-10,31.44,25.93,121.45,168.23,18.63,22.37
2018-12-11,39.46,29.71,124.9,67.28,24.48,46.74
2018-12-12,39.8,37.55,80.05,62.66,21.92,31.18
2018-12-13,37.08,31.05,56.05,35.67,22.72,24.74
2018-12-14,38.05,29.69,60.27,28.84,25.98,13.25
2018-12-15,39.72,23.66,53.33,28.82,24.05,9.65
2018-12-16,38.75,22.21,65.32,58.93,23.25,10.16
2018-12-17,76.09,26.53,94.61,57.35,20.68,9.64
2018-12-18,106.26,29.8,82.18,47.69,19.52,8.93
2018-12-19,47.55,23.98,89.2,36.4,22.61,25.13
2018-12-20,35.33,24.8,139.08,36.56,30.84,12.91
2018-12-21,48.19,24.41,103.06,37.62,30.3,9.21
2018-12-22,35.22,23.85,117.64,86.36,31.84,13.73
