Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-08-07,18.82,9.57,18.64,12.83,4.71,24.9
2018-08-08,24.08,9.17,19.04,11.91,4.84,17.24
2018-08-09,21.68,9.48,17.18,11.2,8.38,21.84
2018-08-10,23.38,10.05,27.59,9.35,6.04,32.33
2018-08-11,23.61,10.68,18.61,8.66,7.35,29.36
2018-08-12,16.83,9.82,14.86,9.78,6.15,29.65
2018-08-13,18.47,9.84,16.15,13.17,5.61,51.86
2018-08-14,20.8,10.57,14.03,18.35,8.16,41.33
2018-08-15,17.91,10.01,9.88,18.09,4.1,22.18
2018-08-16,14.92,9.68,18.67,9.27,3.77,23.83
2018-08-17,16.77,10.49,18.25,8.79,4.25,22.59
2018-08-18,15.73,9.64,12.87,10.93,4.16,38.72
2018-08-19,13.99,9.68,18.92,11.13,11.75,19.38
2018-08-20,19.12,10.28,23.17,10.61,5.97,27.91
2018-08-21,18.5,9.5,11.76,10.83,5.47,21.28
2018-08-22,19.51,9.25,14.93,9.94,6.19,15.84
2018-08-23,22.31,9.48,15.41,11.84,6.62,24.62
2018-08-24,22.92,10.19,17.54,11.49,5.88,28.22
2018-08-25,24.38,9.56,14.99,9.89,7.06,28.19
2018-08-26,21.34,9.18,9.89,11.5,5.98,20.01
2018-08-27,25.62,9.64,10.67,13.04,9.65,27.97
2018-08-28,20.83,10.57,14.65,10.05,6.63,24.68
2018-08-29,16.42,12.06,15.31,11.48,6.11,22.17
2018-08-30,22.69,10.67,21.4,13.04,7.02,38.1
2018-08-31,24.42,10.65,13.54,9.7,6.2,31.38
2018-09-01,18.31,11.66,19.47,8.14,6.01,25.88
2018-09-02,16.09,9.99,20.91,7.44,7.14,15.41
2018-09-03,24.51,9.72,17.6,9.59,7.38,23.99
2018-09-04,21.82,9.69,34.09,10.46,7.58,15.63
2018-09-05,19.25,9.59,21.85,7.74,5.13,27.25
2018-09-06,20.52,9.47,28.45,10.39,4.74,20.69
2018-09-07,20.06,10.31,30.95,8.23,5.01,20.27
2018-09-08,9.29,9.96,17.48,7.69,4.94,18.26
2018-09-09,9.72,9.27,10.53,7.78,9.53,11.31
2018-09-10,8.51,10.4,15.56,7.65,6.64,6.16
2018-09-11,12.1,10.09,19,8.25,7.83,9.91
2018-09-12,16.57,10.67,17.17,9.98,10.31,7.38
2018-09-13,14.04,9.82,19.96,9.17,11.55,16.06
2018-09-14,14.95,9.42,20.52,11.38,5.8,12.1
2018-09-15,15.31,9.91,26.65,6.95,6.25,26.69
2018-09-16,26.3,9.73,21.14,7.05,8.74,10.71
2018-09-17,23.91,14.5,22.25,6.35,4.05,10.04
2018-09-18,17.97,13.53,15,6.59,5.07,12.18
2018-09-19,12.96,14.67,26.29,9.81,6.3,18.8
2018-09-20,28.53,15.03,28.51,9.83,3.8,30
2018-09-21,15.97,10.95,11.6,6.36,5.26,17.15
2018-09-22,21.53,10.07,10.07,7.13,3.66,21.93
2018-09-23,13.19,9.81,7.37,7.6,3.76,10.62
2018-09-24,16.43,11.02,14.91,9.22,7.01,10.89
2018-09-25,19.45,11.18,20.54,9.92,10.7,11.5
2018-09-26,12.51,11.06,31.86,6.97,19.37,4.92
2018-09-27,13.98,10.21,66.23,8.42,7.32,7.31
2018-09-28,13.23,11.25,86.96,8.1,12.36,9.03
2018-09-29,13.34,11.08,61.52,7.27,18.14,6.11
2018-09-30,13.1,11.14,20.83,6.17,17.39,3.77
2018-10-01,14.5,11.97,30.83,6.62,6.21,4.21
2018-10-02,11.08,11.63,31.9,8.5,8.25,4.09
2018-10-03,12.05,10.88,39.9,10.28,5.25,5.49
2018-10-04,16.7,14.36,40.37,18.92,6.61,6
2018-10-05,15.24,17.31,65.84,15.53,5.91,9.27
2018-10-06,14.33,14.62,44.04,18.05,7.79,6.51
2018-10-07,13.17,12.76,39.4,12.53,5.65,6.29
